question,variant,virtual_time,resolved_fraction,mean_unresolved_coverage_est
q4,a4_nearest_cert,13440.873,0.1500,0.0000
q4,a4_nearest_cert,13515.801,0.1500,0.0000
q4,a4_nearest_cert,13590.729,0.1500,0.0000
q4,a4_nearest_cert,13670.729,0.1500,0.0000
q4,a4_nearest_cert,13745.657,0.1500,0.0000
q4,a4_nearest_cert,13820.585,0.1500,0.0000
q4,a4_nearest_cert,13895.514,0.1500,0.0000
q4,a4_nearest_cert,13970.442,0.1500,0.0000
q4,a4_nearest_cert,14045.370,0.1500,0.0000
q4,a4_nearest_cert,14120.298,0.1500,0.0000
q4,a4_nearest_cert,14195.226,0.1500,0.0000
q4,a4_nearest_cert,14270.155,0.1500,0.0000
q4,a4_nearest_cert,14345.083,0.1500,0.0000
q4,a4_nearest_cert,14420.011,0.1500,0.0000
q4,a4_nearest_cert,14494.939,0.1500,0.0000
q4,a4_nearest_cert,14569.867,0.1500,0.0000
q4,a4_nearest_cert,14644.796,0.1500,0.0000
q4,a4_nearest_cert,14719.724,0.1500,0.0000
q4,a4_nearest_cert,14794.652,0.1500,0.0000
q4,a4_nearest_cert,14869.580,0.1500,0.0000
q4,a4_nearest_cert,14944.508,0.1500,0.0000
q4,a4_nearest_cert,15019.437,0.1500,0.0000
q4,a4_nearest_cert,15094.365,0.1500,0.0000
q4,a4_nearest_cert,15169.293,0.1500,0.0000
q4,a4_nearest_cert,15244.221,0.1500,0.0000
q4,a4_nearest_cert,15319.150,0.1500,0.0000
q4,a4_nearest_cert,15394.078,0.1500,0.0000
q4,a4_nearest_cert,15469.006,0.1500,0.0000
q4,a4_nearest_cert,15543.934,0.1500,0.0000
q4,a4_nearest_cert,15618.862,0.1500,0.0000
q4,a4_nearest_cert,15693.791,0.1500,0.0000
q4,a4_nearest_cert,15768.719,0.1500,0.0000
q4,a4_nearest_cert,15843.647,0.1500,0.0000
q4,a4_nearest_cert,15918.575,0.1500,0.0000
q4,a4_nearest_cert,15993.503,0.1500,0.0000
q4,a4_nearest_cert,16068.432,0.1500,0.0000
q4,a4_nearest_cert,16143.360,0.1500,0.0000
q4,a4_nearest_cert,16218.288,0.1500,0.0000
q4,a4_nearest_cert,16293.216,0.1500,0.0000
q4,a4_nearest_cert,16368.144,0.1500,0.0000
q4,a4_nearest_cert,16448.144,0.1500,0.0000
q4,a4_nearest_cert,16523.073,0.1500,0.0000
q4,a4_nearest_cert,16598.001,0.1500,0.0000
q4,a4_nearest_cert,16672.929,0.1500,0.0000
q4,a4_nearest_cert,16747.857,0.1500,0.0000
q4,a4_nearest_cert,16822.785,0.1500,0.0000
q4,a4_nearest_cert,16897.714,0.1500,0.0000
q4,a4_nearest_cert,16972.642,0.1500,0.0000
q4,a4_nearest_cert,17047.570,0.1500,0.0000
q4,a4_nearest_cert,17122.498,0.1500,0.0000
q4,a4_nearest_cert,17197.426,0.1500,0.0000
q4,a4_nearest_cert,17272.355,0.1500,0.0000
q4,a4_nearest_cert,17341.283,0.1500,0.0000
q4,a4_nearest_cert,17410.211,0.1500,0.0000
q4,a4_nearest_cert,17479.139,0.1500,0.0000
q4,a4_nearest_cert,17548.067,0.1500,0.0000
q4,a4_nearest_cert,17616.996,0.1500,0.0000
q4,a4_nearest_cert,17685.924,0.1500,0.0000
q4,a4_nearest_cert,17754.852,0.1500,0.0000
q4,a4_nearest_cert,17823.780,0.1500,0.0000
q4,a4_nearest_cert,17894.708,0.2000,0.0000
q4,a4_nearest_cert,17900.708,0.2000,0.0000
q4,a4_nearest_cert,18386.920,0.2000,0.0000
q4,a4_nearest_cert,18481.922,0.2000,0.0000
q4,a4_nearest_cert,18555.923,0.2000,0.0000
q4,a4_nearest_cert,18640.423,0.2000,0.0000
q4,a4_nearest_cert,18711.273,0.2000,0.0000
q4,a4_nearest_cert,18779.197,0.2000,0.0000
q4,a4_nearest_cert,18844.296,0.2000,0.0000
q4,a4_nearest_cert,18913.224,0.2000,0.0000
q4,a4_nearest_cert,18982.153,0.2000,0.0000
q4,a4_nearest_cert,19053.081,0.2500,0.0000
q4,a4_nearest_cert,19199.815,0.2500,0.0000
q4,a4_nearest_cert,19318.836,0.2500,0.0000
q4,a4_nearest_cert,19324.836,0.2500,0.0000
q4,a4_nearest_cert,19437.856,0.3000,0.0000
q4,a4_nearest_cert,19670.140,0.3000,0.0000
q4,a4_nearest_cert,19789.139,0.3000,0.0000
q4,a4_nearest_cert,19866.139,0.3000,0.0000
q4,a4_nearest_cert,19934.139,0.3000,0.0000
q4,a4_nearest_cert,19994.745,0.3500,0.0000
q4,a4_nearest_cert,20094.182,0.3500,0.0000
q4,a4_nearest_cert,20201.056,0.3500,0.0000
q4,a4_nearest_cert,20283.993,0.3500,0.0000
q4,a4_nearest_cert,20358.649,0.3500,0.0000
q4,a4_nearest_cert,20421.578,0.3500,0.0000
q4,a4_nearest_cert,20484.506,0.3500,0.0000
q4,a4_nearest_cert,20547.434,0.3500,0.0000
q4,a4_nearest_cert,20610.362,0.3500,0.0000
q4,a4_nearest_cert,20673.290,0.3500,0.0000
q4,a4_nearest_cert,20736.219,0.3500,0.0000
q4,a4_nearest_cert,20799.147,0.3500,0.0000
q4,a4_nearest_cert,20867.147,0.3500,0.0000
q4,a4_nearest_cert,20935.147,0.3500,0.0000
q4,a4_nearest_cert,20998.075,0.3500,0.0000
q4,a4_nearest_cert,21061.003,0.3500,0.0000
q4,a4_nearest_cert,21123.932,0.3500,0.0000
q4,a4_nearest_cert,21186.860,0.3500,0.0000
q4,a4_nearest_cert,21249.788,0.3500,0.0000
q4,a4_nearest_cert,21312.716,0.3500,0.0000
q4,a4_nearest_cert,21375.644,0.3500,0.0000
q4,a4_nearest_cert,21438.573,0.3500,0.0000
q4,a4_nearest_cert,21503.501,0.4000,0.0000
q4,a4_nearest_cert,21667.324,0.4000,0.0000
q4,a4_nearest_cert,21744.951,0.4000,0.0000
q4,a4_nearest_cert,21811.660,0.4000,0.0000
q4,a4_nearest_cert,21870.342,0.4500,0.0000
q4,a4_nearest_cert,22505.374,0.4500,0.0000
q4,a4_nearest_cert,22570.034,0.4500,0.0000
q4,a4_nearest_cert,22629.694,0.5000,0.0000
q4,a4_nearest_cert,22879.260,0.5000,0.0000
q4,a4_nearest_cert,22974.994,0.5000,0.0000
q4,a4_nearest_cert,23109.536,0.5000,0.0000
q4,a4_nearest_cert,23202.994,0.5000,0.0000
q4,a4_nearest_cert,23268.131,0.5000,0.0000
q4,a4_nearest_cert,23326.335,0.5000,0.0000
q4,a4_nearest_cert,23380.896,0.5000,0.0000
q4,a4_nearest_cert,23434.676,0.5000,0.0000
q4,a4_nearest_cert,23489.667,0.5500,0.0000
q4,a4_nearest_cert,23692.410,0.5500,0.0000
q4,a4_nearest_cert,23746.858,0.5500,0.0000
q4,a4_nearest_cert,23751.858,0.6000,0.0000
q4,a4_nearest_cert,23836.276,0.6000,0.0000
q4,a4_nearest_cert,24073.276,0.6000,0.0000
q4,a4_nearest_cert,24310.276,0.6000,0.0000
q4,a4_nearest_cert,24547.276,0.6000,0.0000
q4,a4_nearest_cert,24784.276,0.6000,0.0000
q4,a4_nearest_cert,25021.276,0.6000,0.0000
q4,a4_nearest_cert,25258.276,0.6000,0.0000
q4,a4_nearest_cert,25495.276,0.6000,0.0000
q4,a4_nearest_cert,25597.849,0.6000,0.0000
q4,a4_nearest_cert,25752.597,0.6000,0.0000
q4,a4_nearest_cert,25851.175,0.6000,0.0000
q4,a4_nearest_cert,25907.864,0.6000,0.0000
q4,a4_nearest_cert,25954.585,0.6500,0.0000
q4,a4_nearest_cert,26063.921,0.6500,0.0000
q4,a4_nearest_cert,26294.921,0.6500,0.0000
q4,a4_nearest_cert,26525.921,0.6500,0.0000
q4,a4_nearest_cert,26756.921,0.6500,0.0000
q4,a4_nearest_cert,26987.921,0.6500,0.0000
q4,a4_nearest_cert,27218.921,0.6500,0.0000
q4,a4_nearest_cert,27449.921,0.6500,0.0408
q4,a4_nearest_cert,27680.921,0.6500,0.0408
q4,a4_nearest_cert,27911.921,0.6500,0.0408
q4,a4_nearest_cert,28142.921,0.6500,0.0408
q4,a4_nearest_cert,28373.921,0.6500,0.0408
q4,a4_nearest_cert,28604.921,0.6500,0.0408
q4,a4_nearest_cert,28975.011,0.6500,0.0408
q4,a4_nearest_cert,29206.011,0.6500,0.0816
q4,a4_nearest_cert,29437.011,0.6500,0.0816
q4,a4_nearest_cert,29668.011,0.6500,0.0816
q4,a4_nearest_cert,29899.011,0.6500,0.0816
q4,a4_nearest_cert,30130.011,0.6500,0.0816
q4,a4_nearest_cert,30361.011,0.6500,0.0816
q4,a4_nearest_cert,30904.703,0.6500,0.0816
q4,a4_nearest_cert,31135.703,0.6500,0.0816
q4,a4_nearest_cert,31505.793,1.0000,
