policy,question,case_id,case_hash,case_seed,source_count,scenario,complete,verifier_all_ok,world_match,cleared_count,sources_total,clear_rate,t_per_source_s,T_total_virtual,T_move,T_measure,T_switch,T_clear,move_distance_m,n_measures,n_switches,n_clear_attempts,parameter_sha256,metrics_path,ledger_error_s,accepted
v2_final,q4,paper_q4_n13_s960020,63689f503f60656191968a1974085cfc37ec3314975d21949ae247d5f62750db,960020,13,mixed,True,True,True,13,13,1.0,451.3924257895027,5868.101535263535,4379.101535263535,1195.0,223.0,71.0,21895.50767631768,239,223,15,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960020/metrics.json,0.0,True
v2_final,q4,paper_q4_n13_s960021,da59a83f230a989a4389b3d0fb147032b3e9c24625898e5586587c3b08effa45,960021,13,mixed,True,True,True,13,13,1.0,445.2232780176595,5787.902614229573,4180.902614229574,1295.0,241.0,71.0,20904.513071147878,259,241,15,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960021/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960022,b856934f7fd2c17614f85c9714257e6a75eef79290085964bc8a2abb30328a79,960022,13,mixed,True,True,True,13,13,1.0,484.73261747490955,6301.524027173824,4893.524027173825,1130.0,207.0,71.0,24467.62013586912,226,207,15,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960022/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960023,73dcfb7bd5b9d70f599b93be4845294fd3878c2ff63f0ce9a93c9196c65cf773,960023,13,mixed,True,True,True,13,13,1.0,458.39937100935,5959.1918231215495,4311.1918231215495,1325.0,252.0,71.0,21555.959115607737,265,252,15,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960023/metrics.json,0.0,True
v2_final,q4,paper_q4_n13_s960024,38a2c0e44559dbf6344acd79eef98e5c0c198e7550ecca11e2c300bdd343b50c,960024,13,mixed,True,True,True,13,13,1.0,493.9868513969856,6421.829068160813,4688.829068160815,1400.0,265.0,68.0,23444.145340804072,280,265,14,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960024/metrics.json,1.8189894035458565e-12,True
v2_final,q4,paper_q4_n13_s960025,048e108d65551ab0d815c96c01cd3d5d06ef334c8d1a23e14df43cce56f36833,960025,13,mixed,True,True,True,13,13,1.0,456.1463630135661,5929.902719176359,4364.902719176358,1265.0,235.0,65.0,21824.513595881792,253,235,13,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960025/metrics.json,-9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960026,19e7f6df43aaec88bc08bc8005282d6159bb14c2c0a93f1f0ad65f8ce416ef48,960026,13,mixed,True,True,True,13,13,1.0,434.87165250736564,5653.331482595753,4161.331482595754,1200.0,227.0,65.0,20806.657412978777,240,227,13,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960026/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960027,756b70651e40049d1d338ebf6d75146bf5b18e91b20fc88cbda4ac3767c4cc82,960027,13,mixed,True,True,True,13,13,1.0,451.6862255347893,5871.920931952261,4138.920931952258,1400.0,268.0,65.0,20694.604659761295,280,268,13,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960027/metrics.json,-2.7284841053187847e-12,True
v2_final,q4,paper_q4_n13_s960028,1a8375084c77bfd6f73b66fc971c48f37e193de3159b414cf57cdfcce8648805,960028,13,mixed,True,True,True,13,13,1.0,491.8190320350196,6393.647416455255,4720.647416455256,1345.0,257.0,71.0,23603.237082276268,269,257,15,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960028/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960029,81ccaaef05b84e491cdb48b3651a5a43514aefca15ac5eea9707b55ffb00cb64,960029,13,mixed,True,True,True,13,13,1.0,444.9157388525545,5783.9046050832085,4311.9046050832085,1175.0,223.0,74.0,21559.52302541604,235,223,16,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960029/metrics.json,0.0,True
v2_final,q4,paper_q4_n13_s960030,7df813a2931bfbe45dd7e8ac2ae46cde44d7d180ba8bfba4f0c3c2fa4f2c9203,960030,13,mixed,True,True,True,13,13,1.0,433.6230340811541,5637.099443055004,4186.099443055003,1165.0,218.0,68.0,20930.497215275016,233,218,14,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960030/metrics.json,-9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960031,ab77ba4813cc42cd6176fa72df97a89a0fb561cfd5643486525070809aea56bd,960031,13,mixed,True,True,True,13,13,1.0,439.74501453161287,5716.685188910968,4085.6851889109685,1320.0,243.0,68.0,20428.42594455484,264,243,14,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960031/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960032,590bf61e38aa3ea8d0fea72214eb8e804a431f67baff57000ed10da5203e5d9d,960032,13,mixed,True,True,True,13,13,1.0,473.90333403156905,6160.743342410397,4550.743342410397,1300.0,245.0,65.0,22753.716712052,260,245,13,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960032/metrics.json,0.0,True
v2_final,q4,paper_q4_n13_s960033,59571e8b32a55aee85314d1ab40058778959067c338bc1a5467c12bad2c01d88,960033,13,mixed,True,True,True,13,13,1.0,502.689773829176,6534.967059779287,4850.967059779288,1370.0,249.0,65.0,24254.835298896443,274,249,13,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960033/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960034,682abe382b6a39ef8eb4b39517ae6b26f51cfb27adc598d8f6aaa7311bfb3dda,960034,13,mixed,True,True,True,13,13,1.0,484.37660829705726,6296.8959078617445,4748.895907861745,1255.0,228.0,65.0,23744.47953930872,251,228,13,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960034/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960035,3afa99835ca0a05fc46fa2807b6922d97379ddb67325aab8fa1917787bf7b187,960035,13,mixed,True,True,True,13,13,1.0,458.33607566737004,5958.36898367581,4383.36898367581,1250.0,236.0,89.0,21916.844918379047,250,236,21,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960035/metrics.json,0.0,True
v2_final,q4,paper_q4_n13_s960036,bca5d46df0805be4509317ba5a20dd710b4d069117dc817970443fe53d975e1d,960036,13,mixed,True,True,True,13,13,1.0,436.97483202987917,5680.672816388429,4265.672816388428,1135.0,212.0,68.0,21328.364081942145,227,212,14,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960036/metrics.json,-9.094947017729282e-13,True
v2_final,q4,paper_q4_n13_s960037,d71933808b3bbb5ecfe34dc4f0599b17bcdab8d41dfa7987adcf6cd3dad7aa3e,960037,13,mixed,True,True,True,13,13,1.0,421.6228447457288,5481.096981694474,4062.0969816944744,1135.0,219.0,65.0,20310.48490847238,227,219,13,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960037/metrics.json,0.0,True
v2_final,q4,paper_q4_n13_s960038,16bc05ce0472563f099ec8fa02423b066dca11fb89430baab204cc5af97ecbfb,960038,13,mixed,True,True,True,13,13,1.0,450.3501972297106,5854.552563986238,4388.55256398624,1165.0,221.0,80.0,21942.7628199312,233,221,18,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960038/metrics.json,1.8189894035458565e-12,True
v2_final,q4,paper_q4_n13_s960039,72c39acc4abc0865c1cc16b74e5d6c33f79e64afc2b81f6b23a143d4626124da,960039,13,mixed,True,True,True,13,13,1.0,424.08645971445975,5513.123976287977,4043.1239762879777,1180.0,219.0,71.0,20215.61988143989,236,219,15,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n13_s960039/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n16_s960040,b1005a485d954543d249bd4846074706e789f2ced4376ceda599b6fd9450b9c6,960040,16,mixed,True,True,True,16,16,1.0,346.29606617517953,5540.7370588028725,4303.7370588028725,985.0,172.0,80.0,21518.68529401436,197,172,16,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960040/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960041,d0d4eda9ee7def4375ec93a8a793883f1892eed07ac67321b1595776be4fb9b0,960041,16,mixed,True,True,True,16,16,1.0,360.5925921686216,5769.4814746979455,4240.4814746979455,1215.0,225.0,89.0,21202.40737348973,243,225,19,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960041/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960042,429d445dee31fd1076a19249d749c7bd99c77ba7636d01b14771e68c4c2d0c94,960042,16,mixed,True,True,True,16,16,1.0,317.7587859228601,5084.140574765762,3881.140574765759,945.0,172.0,86.0,19405.7028738288,189,172,18,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960042/metrics.json,-2.7284841053187847e-12,True
v2_final,q4,paper_q4_n16_s960043,890edfc43be11ed9cb6673a095c3f9d1f9bd00eee552bcf025424d833eb387b8,960043,16,mixed,True,True,True,16,16,1.0,325.1259126146365,5202.014601834184,4020.014601834185,930.0,166.0,86.0,20100.073009170912,186,166,18,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960043/metrics.json,1.8189894035458565e-12,True
v2_final,q4,paper_q4_n16_s960044,3e93ad6707a0652a9c98c415187fd78b4c12165d349d1420dd80a0573d745e09,960044,16,mixed,True,True,True,16,16,1.0,342.75252479949086,5484.040396791854,4155.040396791854,1060.0,189.0,80.0,20775.201983959265,212,189,16,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960044/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960045,3cad5d7f229b2c51c945985233487543874251e74c0e6b296e648079d13bb7f9,960045,16,mixed,True,True,True,16,16,1.0,304.7938497299366,4876.7015956789855,3753.7015956789874,880.0,163.0,80.0,18768.507978394933,176,163,16,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960045/metrics.json,1.8189894035458565e-12,True
v2_final,q4,paper_q4_n16_s960046,7040da829ed4799b41c8235979675a92458a40cf4d2a21d36f2bd093a8fce226,960046,16,mixed,True,True,True,16,16,1.0,345.115762813306,5521.852205012896,4189.852205012897,1055.0,194.0,83.0,20949.261025064483,211,194,17,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960046/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n16_s960047,f8ec8de50f5e67238ff9f26f1b06b20e5cee54a52c2ecf8e944bf4566f28650b,960047,16,mixed,True,True,True,16,16,1.0,267.04926405140276,4272.788224822444,3374.788224822444,685.0,124.0,89.0,16873.941124112218,137,124,19,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960047/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960048,24b3a08e1ec1170c0cddce56334844156aa2af548365a9cf4896d69405a3be74,960048,16,mixed,True,True,True,16,16,1.0,339.72981316051494,5435.677010568239,4290.677010568242,905.0,157.0,83.0,21453.3850528412,181,157,17,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960048/metrics.json,2.7284841053187847e-12,True
v2_final,q4,paper_q4_n16_s960049,9c98e77ebf3bc49595e283c552192c4decebf03b6eada728c4e756a916cf4043,960049,16,mixed,True,True,True,16,16,1.0,325.4730702065464,5207.569123304743,3965.5691233047446,985.0,174.0,83.0,19827.845616523722,197,174,17,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960049/metrics.json,1.8189894035458565e-12,True
v2_final,q4,paper_q4_n16_s960050,4c29da39e95a72a666d839bdfc3e2f12f3fe62af915ad74e5f93a916493ee72d,960050,16,mixed,True,True,True,16,16,1.0,262.15718902498,4194.51502439968,3229.515024399681,740.0,133.0,92.0,16147.575121998412,148,133,20,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960050/metrics.json,9.094947017729282e-13,True
v2_final,q4,paper_q4_n16_s960051,3a7ba2677cfe71015289966abc8bab618fbdab5aac52bf87159b29697354bffb,960051,16,mixed,True,True,True,16,16,1.0,245.28552718940392,3924.5684350304628,3169.5684350304628,565.0,107.0,83.0,15847.842175152316,113,107,17,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960051/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960052,64efc316b5c7066cc78ffc5fa9e03f2022e248a5547a0fff712b1db67655f2eb,960052,16,mixed,True,True,True,16,16,1.0,345.98817532264985,5535.810805162398,4237.810805162398,1020.0,189.0,89.0,21189.054025811984,204,189,19,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960052/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960053,7df246795c5f13b0c33ba6cbd4aa1c946cba1de4d90d6bd6674d2717fb8af615,960053,16,mixed,True,True,True,16,16,1.0,325.71545978033004,5211.447356485281,4100.447356485282,875.0,156.0,80.0,20502.236782426407,175,156,16,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960053/metrics.json,1.8189894035458565e-12,True
v2_final,q4,paper_q4_n16_s960054,8206890b9b420cbaea6b693c5cf72b030d8708ed8e056c338d28b1e44d86553c,960054,16,mixed,True,True,True,16,16,1.0,342.7580592334154,5484.128947734646,4084.1289477346486,1115.0,205.0,80.0,20420.64473867324,223,205,16,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960054/metrics.json,2.7284841053187847e-12,True
v2_final,q4,paper_q4_n16_s960055,6ff9e44e5b062ac46df867868e4bfdbce3357ab9b37f57f39768831f22daa029,960055,16,mixed,True,True,True,16,16,1.0,295.8024683518045,4732.839493628872,3768.8394936288723,740.0,135.0,89.0,18844.19746814436,148,135,19,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960055/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960056,6b2792b601130b0b46aa97b1ac0735656b2418610783d47c53cab64564495da2,960056,16,mixed,True,True,True,16,16,1.0,289.6831547900041,4634.9304766400655,3630.9304766400655,755.0,145.0,104.0,18154.652383200326,151,145,24,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960056/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960057,6c60a413ad3c5d739c953deb475923dd63ed809d6227e8d1925f0cd9b6100136,960057,16,mixed,True,True,True,16,16,1.0,352.33437962944555,5637.350074071129,4343.350074071129,1025.0,186.0,83.0,21716.75037035565,205,186,17,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960057/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960058,0694e76cf04a8b334687d6f66c3b8e5bd22fee936abafbcd9aed87fab9ea8753,960058,16,mixed,True,True,True,16,16,1.0,308.5078582202417,4936.125731523867,3785.125731523867,900.0,168.0,83.0,18925.628657619334,180,168,17,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960058/metrics.json,0.0,True
v2_final,q4,paper_q4_n16_s960059,05cc90bed98c2e255fab9f8178fbf5b2a553268aabc778715431067900d5c20d,960059,16,mixed,True,True,True,16,16,1.0,307.94499520852906,4927.119923336465,3838.1199233364646,850.0,156.0,83.0,19190.599616682313,170,156,17,afdc6cdd1944b0f85ad1535a00539758f1b47104261f720693ac0ead3d2f31ad,runs/v2_final/q4/paper_q4_n16_s960059/metrics.json,-9.094947017729282e-13,True
